"JWTR","JWAP","AGEP","COW","OCCP","SEX","MAR","HICOV","SCHL","PINCP","ADJINC","PUMA"
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11103
NA,NA,6,NA,NA,1,5,1,2,NA,1007588,11103
NA,NA,28,1,5400,2,5,1,19,43500,1007588,11103
10,114,63,2,4720,1,5,1,19,56900,1007588,8303
1,91,61,3,3850,1,1,1,20,100000,1007588,11106
NA,NA,54,NA,NA,2,1,1,18,0,1007588,11106
1,96,29,1,5700,2,1,2,18,53000,1007588,11104
1,80,46,1,6440,1,1,1,17,50000,1007588,11104
NA,NA,12,NA,NA,2,5,2,10,NA,1007588,11104
1,74,37,4,2100,1,1,1,23,145000,1007588,11103
1,50,37,1,2340,2,1,1,23,15000,1007588,11103
NA,NA,5,NA,NA,1,5,1,3,NA,1007588,11103
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103
1,73,61,2,3258,1,1,1,22,98350,1007588,11106
1,97,65,2,1650,2,1,1,22,124060,1007588,11106
9,85,35,3,7630,1,1,1,19,50000,1007588,8303
1,92,26,1,2340,2,1,1,20,30000,1007588,8303
1,107,34,1,2100,1,1,1,23,119600,1007588,8303
1,104,31,1,2100,2,1,1,23,179600,1007588,8303
1,94,30,1,50,2,1,1,21,179000,1007588,11106
1,102,55,1,800,2,3,1,21,75000,1007588,11106
NA,NA,78,NA,NA,1,2,1,22,58400,1007588,11103
1,107,48,1,50,1,1,1,21,120000,1007588,11104
1,95,35,3,4965,2,1,1,21,71000,1007588,11104
1,116,22,1,4760,2,5,1,20,8000,1007588,11104
NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11104
1,79,38,1,8740,1,1,1,21,95000,1007588,11103
1,85,35,3,2310,2,1,1,22,60000,1007588,11103
NA,NA,12,NA,NA,2,5,1,9,NA,1007588,11103
NA,NA,5,NA,NA,1,5,1,2,NA,1007588,11103
NA,NA,56,1,4720,1,5,1,19,5800,1007588,8303
NA,NA,66,NA,NA,2,3,1,23,72000,1007588,8303
NA,NA,19,4,2540,2,5,1,19,30300,1007588,8303
1,121,73,6,4700,1,2,1,18,39900,1007588,8303
9,144,20,1,4720,2,5,1,19,21200,1007588,8303
1,104,49,1,2000,2,5,2,19,28500,1007588,11103
NA,NA,2,NA,NA,1,5,2,NA,NA,1007588,11103
NA,NA,67,1,5150,2,3,1,19,48300,1007588,11104
NA,NA,10,NA,NA,1,5,1,6,NA,1007588,11104
1,111,55,1,5120,2,1,1,16,50000,1007588,11104
1,106,59,3,430,1,1,1,21,125000,1007588,11104
NA,NA,68,NA,NA,2,1,1,21,30300,1007588,8303
NA,NA,81,NA,NA,1,1,1,21,106400,1007588,8303
11,NA,43,2,430,1,3,1,19,19600,1007588,8303
1,106,57,2,1530,1,1,1,16,46000,1007588,11104
NA,NA,52,2,4600,2,1,1,18,1500,1007588,11104
NA,NA,77,NA,NA,1,1,1,22,20600,1007588,11106
1,104,67,1,136,2,1,1,21,183600,1007588,11106
1,85,68,2,100,1,1,1,16,191660,1007588,8303
NA,NA,65,2,5700,2,1,1,20,40680,1007588,8303
NA,NA,70,NA,NA,2,1,1,21,8000,1007588,8303
1,98,74,6,205,1,1,1,19,59100,1007588,8303
1,119,48,1,4760,1,3,1,14,52000,1007588,8303
1,204,26,2,4110,1,5,1,19,12400,1007588,8303
1,43,36,6,5240,1,1,2,9,20000,1007588,11106
1,62,34,6,5240,2,1,2,16,20000,1007588,11106
NA,NA,14,NA,NA,2,5,1,10,NA,1007588,11106
NA,NA,12,NA,NA,2,5,1,10,NA,1007588,11106
NA,NA,10,NA,NA,2,5,1,5,NA,1007588,11106
NA,NA,9,NA,NA,2,5,1,5,NA,1007588,11106
NA,NA,9,NA,NA,1,5,1,4,NA,1007588,11106
1,68,50,1,6050,1,1,2,1,15000,1007588,11106
1,68,46,1,6050,2,1,2,1,13000,1007588,11106
1,74,24,1,6050,1,5,2,9,12700,1007588,11106
1,68,19,1,6050,2,5,2,9,7000,1007588,11106
1,127,68,2,4430,2,3,1,18,37000,1007588,11106
NA,NA,80,NA,NA,2,3,1,21,0,1007588,11104
NA,NA,76,NA,NA,1,1,1,21,317500,1007588,8303
NA,NA,76,NA,NA,2,1,1,21,44000,1007588,8303
1,92,40,1,5000,2,1,1,21,90000,1007588,11103
1,66,48,1,7220,1,1,1,9,80000,1007588,11103
NA,NA,16,NA,NA,1,5,1,13,0,1007588,11103
NA,NA,10,NA,NA,2,5,1,7,NA,1007588,11103
1,96,62,1,5860,1,1,1,22,116000,1007588,11103
NA,NA,64,NA,NA,2,1,1,16,0,1007588,11103
NA,NA,45,1,7900,1,5,1,16,0,1007588,11103
NA,NA,67,5,800,1,1,1,21,112000,1007588,11106
1,97,66,3,2310,2,1,1,22,80000,1007588,11106
1,223,49,3,3255,1,1,1,21,120000,1007588,11106
1,272,48,2,3600,2,1,1,19,6000,1007588,11106
NA,NA,16,NA,NA,2,5,1,12,0,1007588,11106
NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11106
1,184,23,1,4620,2,5,1,21,20000,1007588,11106
1,104,26,2,725,2,5,1,21,39000,1007588,11104
1,94,36,3,800,2,5,1,20,52000,1007588,11104
1,83,54,3,2310,2,1,1,22,51000,1007588,11103
1,91,54,1,9130,1,1,1,19,50000,1007588,11103
NA,NA,18,1,6420,1,5,1,15,1000,1007588,11103
NA,NA,15,NA,NA,1,5,1,12,800,1007588,11103
1,85,45,3,2310,2,3,1,22,98600,1007588,8303
NA,NA,13,NA,NA,2,5,1,10,NA,1007588,8303
NA,NA,8,NA,NA,1,5,1,5,NA,1007588,8303
1,99,60,1,4020,2,1,2,9,17000,1007588,11103
NA,NA,70,NA,NA,1,1,2,1,0,1007588,11103
NA,NA,35,NA,NA,2,1,2,11,0,1007588,11103
1,96,25,1,4720,2,5,1,16,25000,1007588,11103
NA,NA,10,NA,NA,2,5,1,7,NA,1007588,11103
NA,NA,10,NA,NA,1,5,1,8,NA,1007588,11103
NA,NA,6,NA,NA,2,5,1,3,NA,1007588,11103
NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11103
1,80,37,1,6050,1,1,2,16,31000,1007588,11103
1,112,29,1,9030,1,5,1,19,58000,1007588,11104
1,112,28,1,5410,1,5,1,18,46200,1007588,11104
1,121,68,1,800,2,1,1,23,145300,1007588,8303
1,43,50,1,4020,2,1,1,9,300,1007588,11103
NA,NA,50,NA,NA,1,1,1,13,0,1007588,11103
NA,NA,22,1,8920,1,5,1,16,7000,1007588,11103
NA,NA,19,NA,NA,2,5,1,19,0,1007588,11103
NA,NA,24,1,4720,2,5,1,20,46000,1007588,8303
NA,NA,73,1,4850,1,1,1,21,25300,1007588,11106
NA,NA,66,1,4700,2,1,1,19,3000,1007588,11106
1,81,43,1,3060,2,5,1,23,120040,1007588,11106
NA,NA,73,NA,NA,2,3,1,16,33000,1007588,11106
NA,NA,55,NA,NA,1,1,1,9,34800,1007588,11103
NA,NA,87,NA,NA,1,1,1,21,40500,1007588,11106
NA,NA,86,NA,NA,2,1,1,16,6600,1007588,11106
1,95,54,1,300,1,1,1,22,215000,1007588,8303
NA,NA,54,1,330,2,1,1,20,0,1007588,8303
1,74,21,5,9820,1,5,1,18,16000,1007588,11103
NA,NA,21,1,5120,1,5,1,19,10000,1007588,8303
NA,NA,21,NA,NA,1,5,1,19,80000,1007588,8303
1,83,21,4,5420,1,5,1,19,5800,1007588,8303
NA,NA,61,2,3220,2,1,1,20,30200,1007588,8303
9,109,61,1,4850,1,1,1,20,16600,1007588,8303
NA,NA,23,NA,NA,1,5,2,19,0,1007588,8303
NA,NA,20,NA,NA,1,5,1,19,0,1007588,8303
NA,NA,77,NA,NA,1,1,1,22,46500,1007588,11106
NA,NA,76,NA,NA,2,1,1,20,9100,1007588,11106
1,75,50,5,700,1,1,1,21,89200,1007588,11106
1,91,46,3,2010,2,1,1,22,50000,1007588,11106
NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11106
9,61,22,1,4220,1,5,1,19,21000,1007588,11106
NA,NA,58,6,2100,1,3,1,23,12000,1007588,11104
1,54,42,1,7700,1,1,1,20,64000,1007588,11103
1,116,41,1,2340,2,1,1,19,1800,1007588,11103
NA,NA,15,NA,NA,1,5,1,13,0,1007588,11103
NA,NA,12,NA,NA,2,5,1,10,NA,1007588,11103
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
NA,NA,66,NA,NA,2,1,1,22,26300,1007588,11106
NA,NA,66,NA,NA,1,1,1,22,162000,1007588,11106
NA,NA,22,NA,NA,2,5,1,19,2000,1007588,8303
1,94,48,3,5700,2,5,1,18,56000,1007588,11106
1,94,34,3,1965,1,3,1,22,20000,1007588,11106
1,202,28,1,6260,1,5,1,13,32000,1007588,11106
1,101,20,1,5860,2,5,2,20,15200,1007588,8303
12,72,40,6,5400,2,1,1,11,18100,1007588,11104
NA,NA,39,1,5620,1,1,1,17,3300,1007588,11104
NA,NA,63,NA,NA,1,1,1,18,15000,1007588,11104
10,87,55,3,2540,2,5,1,16,9000,1007588,11103
NA,NA,90,NA,NA,1,1,1,16,31400,1007588,11103
NA,NA,90,NA,NA,2,1,1,16,7200,1007588,11103
10,211,20,2,726,1,5,1,19,2001,1007588,8303
11,NA,65,6,4820,1,1,1,20,51600,1007588,11106
NA,NA,65,NA,NA,2,1,1,19,9900,1007588,11106
NA,NA,50,1,4760,1,1,1,16,6800,1007588,11106
1,194,50,1,9130,1,1,1,15,125000,1007588,11106
1,103,52,1,8500,1,3,2,18,60000,1007588,11106
1,102,43,1,5520,2,3,1,16,60000,1007588,11106
NA,NA,55,1,430,1,1,1,21,67940,1007588,8303
1,102,54,1,5160,2,1,1,20,28000,1007588,8303
NA,NA,25,1,2630,2,5,1,20,22000,1007588,8303
1,204,21,1,4130,1,5,1,16,18000,1007588,8303
NA,NA,80,NA,NA,1,1,1,12,10800,1007588,11103
1,123,37,3,2015,2,1,1,21,86900,1007588,11106
1,169,34,3,2015,2,1,1,21,55000,1007588,11106
1,93,62,6,3010,1,1,1,23,367500,1007588,8303
NA,NA,61,NA,NA,2,1,1,22,0,1007588,8303
1,104,19,1,4760,2,5,1,16,21000,1007588,8303
NA,NA,72,NA,NA,1,3,1,16,28000,1007588,8303
NA,NA,34,1,5610,2,1,2,19,0,1007588,11103
1,61,40,1,7410,1,1,2,16,35000,1007588,11103
NA,NA,11,NA,NA,1,5,1,8,NA,1007588,11103
NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11103
NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11103
1,98,59,1,1020,1,1,1,22,146000,1007588,8303
1,102,54,1,1020,2,1,1,22,100000,1007588,8303
NA,NA,17,NA,NA,2,5,1,13,0,1007588,8303
NA,NA,12,NA,NA,1,5,1,10,NA,1007588,8303
1,88,44,2,3320,1,1,1,21,90000,1007588,11103
NA,NA,44,NA,NA,2,1,1,21,0,1007588,11103
NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103
1,78,52,3,5700,2,4,1,19,48000,1007588,11104
NA,NA,27,1,4250,1,5,2,16,4000,1007588,11104
1,83,59,3,430,1,3,1,19,63800,1007588,11104
NA,NA,36,1,2300,2,1,1,20,12000,1007588,8303
1,108,33,1,4510,1,1,1,18,449000,1007588,8303
NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,8303
NA,NA,65,2,4020,2,1,1,15,9200,1007588,11103
NA,NA,41,NA,NA,1,5,1,16,5200,1007588,11103
2,124,36,1,5620,1,5,2,14,22100,1007588,11103
1,50,48,1,4720,2,5,2,13,19600,1007588,11103
1,59,46,1,4720,1,4,2,15,25000,1007588,11104
NA,NA,31,NA,NA,2,5,2,15,0,1007588,11104
1,108,32,3,3230,2,5,1,22,20000,1007588,8303
1,69,32,1,3060,1,5,1,24,181200,1007588,8303
NA,NA,18,1,3955,2,5,1,19,2500,1007588,8303
NA,NA,82,NA,NA,2,3,1,14,7000,1007588,11104
NA,NA,70,1,5140,2,5,1,19,16400,1007588,11103
NA,NA,74,NA,NA,2,2,1,20,0,1007588,11103
NA,NA,65,1,3255,2,5,1,20,36400,1007588,11103
NA,NA,59,NA,NA,2,1,1,9,18000,1007588,11106
1,79,64,2,3600,1,1,1,19,59000,1007588,11106
2,193,22,1,4110,2,5,1,19,19400,1007588,8303
NA,NA,22,1,9130,1,5,1,19,12200,1007588,8303
1,104,38,4,1760,2,1,1,24,59000,1007588,8303
NA,NA,37,1,2630,1,1,1,21,28300,1007588,8303
NA,NA,63,3,5700,2,1,1,19,22800,1007588,11104
NA,NA,69,1,565,1,1,1,21,84000,1007588,11104
1,85,46,1,5860,1,3,1,21,80000,1007588,11103
1,178,32,1,9130,1,1,1,12,45000,1007588,11103
NA,NA,32,9,9920,2,1,1,12,0,1007588,11103
NA,NA,6,NA,NA,2,5,1,3,NA,1007588,11103
NA,NA,19,9,9920,2,5,2,18,0,1007588,11103
NA,NA,66,NA,NA,1,3,1,6,8000,1007588,11103
1,93,50,1,800,1,1,1,21,100000,1007588,11106
1,134,44,1,4720,2,1,1,21,12000,1007588,11106
NA,NA,17,NA,NA,1,5,1,14,0,1007588,11106
NA,NA,77,NA,NA,2,2,1,16,7700,1007588,11106
1,94,53,1,430,2,3,1,20,67200,1007588,11104
NA,NA,28,1,5400,1,5,1,19,200,1007588,11104
1,105,26,2,2400,2,5,1,20,5500,1007588,11104
NA,NA,25,NA,NA,1,5,1,19,0,1007588,11104
1,56,27,1,4760,1,3,1,16,50000,1007588,11103
NA,NA,9,NA,NA,2,5,1,5,NA,1007588,11103
NA,NA,6,NA,NA,1,5,1,1,NA,1007588,11103
1,56,26,1,9640,1,5,1,19,30020,1007588,11103
NA,NA,27,1,4760,2,3,1,16,21010,1007588,11103
1,95,32,1,4800,2,5,1,21,80000,1007588,8303
NA,NA,87,NA,NA,2,2,1,18,0,1007588,8303
10,88,94,1,4610,2,1,2,15,7200,1007588,8303
NA,NA,82,NA,NA,1,2,1,21,12000,1007588,8303
2,68,65,1,4610,2,1,2,19,38400,1007588,8303
NA,NA,84,NA,NA,1,3,1,20,36000,1007588,8303
NA,NA,66,NA,NA,1,5,1,24,19400,1007588,8303
1,120,78,4,5620,2,3,1,22,77000,1007588,8303
11,NA,47,1,1550,2,1,1,19,89000,1007588,11106
1,85,51,1,5520,1,1,1,18,67000,1007588,11106
NA,NA,18,NA,NA,1,5,1,16,0,1007588,11106
NA,NA,18,NA,NA,1,5,1,16,0,1007588,11106
1,78,19,1,5620,1,5,1,16,6000,1007588,11106
1,80,37,6,4250,1,1,2,12,18700,1007588,11106
1,85,37,1,4250,2,1,2,9,20800,1007588,11106
NA,NA,18,NA,NA,2,5,1,16,0,1007588,11106
NA,NA,14,NA,NA,1,5,1,10,NA,1007588,11106
NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11106
1,78,46,4,820,2,1,1,19,36000,1007588,8303
1,78,51,1,5940,1,1,1,21,57400,1007588,8303
NA,NA,42,6,6260,1,1,2,16,30000,1007588,11103
NA,NA,42,1,2300,2,1,1,16,0,1007588,11103
NA,NA,15,NA,NA,2,5,1,13,0,1007588,11103
NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11103
NA,NA,6,NA,NA,1,5,1,4,NA,1007588,11103
1,93,68,6,5120,2,3,1,21,28000,1007588,11103
1,82,47,1,9640,2,2,1,12,10000,1007588,11103
1,82,20,1,9610,1,5,1,19,530,1007588,11103
NA,NA,17,NA,NA,2,5,1,12,4400,1007588,11103
1,116,72,6,4250,1,1,1,7,32000,1007588,11104
1,104,62,6,4230,2,1,2,7,24000,1007588,11104
NA,NA,59,3,4620,2,1,1,16,24000,1007588,8303
1,81,60,5,7200,1,1,1,16,120050,1007588,8303
NA,NA,62,1,9130,1,5,1,16,30600,1007588,11104
1,99,59,4,2200,1,1,1,24,180000,1007588,8303
11,NA,53,1,2830,2,1,1,24,78000,1007588,8303
NA,NA,16,NA,NA,2,5,1,12,0,1007588,8303
NA,NA,90,NA,NA,2,2,1,19,35000,1007588,11104
NA,NA,51,1,4610,2,1,2,14,400,1007588,11106
1,73,52,7,4510,1,1,1,20,60000,1007588,11106
NA,NA,15,NA,NA,1,5,1,12,0,1007588,11106
NA,NA,84,NA,NA,2,3,1,19,12400,1007588,8303
1,106,62,2,4430,1,3,1,21,97000,1007588,8303
1,106,62,2,4610,2,3,1,23,94000,1007588,8303
NA,NA,67,NA,NA,2,2,1,21,75000,1007588,11103
1,79,24,5,9040,1,5,1,18,45000,1007588,11106
NA,NA,25,1,5400,2,1,1,20,2000,1007588,8303
1,2,29,1,4010,1,1,1,19,22000,1007588,8303
NA,NA,62,NA,NA,1,5,1,20,10800,1007588,11103
NA,NA,14,NA,NA,2,5,1,12,NA,1007588,11103
1,91,51,4,5220,1,1,1,21,36050,1007588,11103
1,91,41,3,5810,2,1,1,20,20000,1007588,11103
NA,NA,13,NA,NA,1,5,1,9,NA,1007588,11103
NA,NA,11,NA,NA,2,5,1,8,NA,1007588,11103
NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11103
NA,NA,76,NA,NA,2,2,1,16,30700,1007588,11106
1,120,39,1,4110,2,5,2,20,46000,1007588,11104
NA,NA,7,NA,NA,2,5,2,4,NA,1007588,11104
1,132,29,1,4110,2,5,2,20,8200,1007588,11104
NA,NA,48,NA,NA,2,1,1,16,0,1007588,11106
1,262,46,1,4700,1,1,1,16,42000,1007588,11106
1,177,20,1,4110,2,5,1,16,3000,1007588,11106
NA,NA,14,NA,NA,2,5,1,12,NA,1007588,11106
NA,NA,73,NA,NA,1,3,1,24,199200,1007588,8303
1,106,24,1,2000,2,5,1,22,47000,1007588,11106
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11106
1,86,27,1,5700,1,5,1,19,47000,1007588,11106
1,62,66,1,350,1,2,1,21,80000,1007588,8303
1,92,38,1,5400,2,1,1,20,32000,1007588,8303
NA,NA,6,NA,NA,2,5,1,3,NA,1007588,8303
1,101,42,1,1050,1,1,1,21,64000,1007588,8303
1,101,61,4,4220,1,3,1,19,30000,1007588,8303
1,102,32,1,2200,1,5,1,22,70000,1007588,8303
NA,NA,18,9,9920,2,5,1,19,3000,1007588,8303
NA,NA,43,2,1760,1,1,1,24,90000,1007588,11106
1,80,41,2,2200,2,1,1,24,115000,1007588,11106
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11106
NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11106
NA,NA,62,NA,NA,2,5,1,16,19000,1007588,8303
NA,NA,20,NA,NA,2,5,1,19,0,1007588,8303
NA,NA,72,NA,NA,2,1,1,19,25800,1007588,11104
NA,NA,74,NA,NA,1,1,1,20,18400,1007588,11104
1,92,83,3,5510,1,1,1,16,32400,1007588,11106
NA,NA,72,3,3940,2,1,1,21,16600,1007588,11106
1,218,68,6,1820,2,1,1,22,74000,1007588,11103
1,218,63,6,800,2,1,1,21,28900,1007588,11103
NA,NA,84,NA,NA,2,2,1,11,0,1007588,11103
NA,NA,68,NA,NA,2,2,1,1,12000,1007588,11103
1,94,58,1,1105,1,1,1,21,68000,1007588,11104
1,95,60,2,2300,2,1,1,19,16500,1007588,11104
12,128,23,1,4110,2,5,1,16,11000,1007588,11104
1,118,52,1,4000,1,1,1,22,45000,1007588,11104
NA,NA,48,1,4600,2,1,1,17,12000,1007588,11104
1,118,24,1,4110,1,5,1,19,18000,1007588,11104
NA,NA,84,NA,NA,1,1,1,20,15600,1007588,11103
NA,NA,88,NA,NA,2,1,1,15,5400,1007588,11103
NA,NA,54,NA,NA,2,3,1,20,0,1007588,11103
NA,NA,26,6,4950,1,5,1,15,9900,1007588,11103
10,182,20,1,7200,1,5,1,18,2800,1007588,11103
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103
NA,NA,27,1,4110,2,5,2,15,0,1007588,11103
NA,NA,13,NA,NA,2,5,1,8,NA,1007588,11103
NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11103
1,117,34,2,5600,1,5,1,11,58000,1007588,11106
1,53,26,1,4600,2,5,1,19,6000,1007588,11106
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11106
1,99,59,1,520,2,5,1,21,71700,1007588,11103
NA,NA,34,1,4710,2,1,1,16,37000,1007588,11103
NA,NA,76,NA,NA,2,3,1,14,15600,1007588,11103
NA,NA,13,NA,NA,1,5,1,11,NA,1007588,11103
1,91,27,1,4620,1,1,1,16,25000,1007588,11103
NA,NA,6,NA,NA,1,5,1,1,NA,1007588,11103
NA,NA,33,NA,NA,1,1,2,16,0,1007588,11104
1,92,59,3,5860,2,5,1,21,82400,1007588,8303
1,94,44,1,710,1,1,1,21,112000,1007588,8303
1,94,39,1,2310,2,1,1,21,80000,1007588,8303
NA,NA,5,NA,NA,2,5,1,2,NA,1007588,8303
NA,NA,3,NA,NA,1,5,1,2,NA,1007588,8303
2,120,64,3,2440,1,1,1,22,14800,1007588,8303
NA,NA,71,4,2200,2,1,1,24,86000,1007588,8303
NA,NA,19,NA,NA,1,5,1,19,0,1007588,8303
NA,NA,70,NA,NA,1,1,1,19,39800,1007588,11104
NA,NA,71,NA,NA,2,1,1,21,4800,1007588,11104
NA,NA,71,NA,NA,2,2,1,5,10900,1007588,8303
1,141,46,1,5620,1,5,1,5,16900,1007588,8303
1,92,53,7,3010,2,3,1,23,80000,1007588,11104
NA,NA,63,NA,NA,2,1,1,16,9600,1007588,11103
1,260,56,1,3930,1,1,1,16,210000,1007588,11103
1,86,35,3,2540,1,1,1,19,35000,1007588,11104
1,94,32,2,2040,2,1,1,21,50000,1007588,11104
NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11104
NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11104
1,190,24,4,5620,1,5,1,21,16000,1007588,8303
2,84,25,1,800,1,5,1,21,37000,1007588,8303
1,93,24,1,5110,1,5,1,21,32000,1007588,8303
1,94,24,1,5400,1,5,1,21,32000,1007588,8303
11,NA,21,1,4760,1,5,1,19,16000,1007588,8303
1,102,35,1,1760,2,1,1,24,165000,1007588,11104
11,NA,44,1,1107,1,1,1,21,75000,1007588,11104
NA,NA,82,NA,NA,1,1,1,22,24300,1007588,11106
NA,NA,80,NA,NA,2,1,1,15,8800,1007588,11106
NA,NA,67,NA,NA,2,3,1,22,21500,1007588,11104
10,180,61,3,3600,1,5,1,13,12600,1007588,11104
NA,NA,76,NA,NA,1,1,1,18,37300,1007588,11106
NA,NA,72,NA,NA,2,1,1,20,8000,1007588,11106
1,85,36,1,3420,2,1,1,16,38000,1007588,11106
1,82,26,1,7315,1,1,1,16,10000,1007588,11106
NA,NA,47,1,6200,1,1,2,19,0,1007588,8303
1,83,68,2,2310,2,1,1,22,109000,1007588,8303
1,92,23,1,4760,2,5,1,21,60000,1007588,8303
1,94,23,1,4150,2,5,1,21,20000,1007588,8303
NA,NA,62,NA,NA,1,1,1,21,42300,1007588,11106
NA,NA,60,NA,NA,2,1,1,19,0,1007588,11106
1,151,21,1,4110,2,5,1,20,8000,1007588,11104
1,169,23,1,740,1,5,1,17,28000,1007588,11104
NA,NA,80,NA,NA,2,2,1,21,9700,1007588,11103
1,72,54,1,5240,2,3,1,16,53000,1007588,11103
2,259,31,1,4010,1,5,1,18,20200,1007588,11103
2,103,25,1,4430,1,5,2,18,1200,1007588,11103
NA,NA,68,NA,NA,2,2,1,15,15900,1007588,11104
1,187,44,5,5540,1,5,1,18,70000,1007588,11104
11,NA,42,1,4610,1,4,2,18,21000,1007588,11106
11,NA,87,6,710,2,2,1,24,145000,1007588,8303
1,98,27,1,410,2,1,1,19,15300,1007588,11103
1,200,31,1,4220,1,1,2,16,25000,1007588,11103
1,93,40,1,4720,2,3,2,21,90000,1007588,11103
NA,NA,15,NA,NA,2,5,1,13,0,1007588,11103
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11103
1,90,38,4,1060,1,1,1,21,55000,1007588,8303
1,120,49,6,3540,2,1,1,16,50000,1007588,8303
NA,NA,8,NA,NA,1,5,1,4,NA,1007588,8303
NA,NA,6,NA,NA,1,5,1,3,NA,1007588,8303
NA,NA,72,NA,NA,1,1,1,19,65800,1007588,11103
1,67,58,3,4220,2,1,1,16,40800,1007588,11103
NA,NA,65,NA,NA,2,1,1,19,51000,1007588,11106
11,NA,58,6,7320,1,1,1,14,52000,1007588,11106
NA,NA,71,NA,NA,2,1,1,6,12400,1007588,11104
NA,NA,76,NA,NA,1,1,1,8,10800,1007588,11104
NA,NA,31,NA,NA,2,5,1,16,7000,1007588,11104
1,70,53,5,1020,1,5,1,19,55000,1007588,11103
1,170,45,1,6040,2,3,2,9,44000,1007588,11104
NA,NA,15,NA,NA,1,5,1,10,0,1007588,11104
NA,NA,12,NA,NA,2,5,1,7,NA,1007588,11104
NA,NA,5,NA,NA,1,5,1,1,NA,1007588,11104
NA,NA,33,1,8800,2,5,1,1,11600,1007588,11106
NA,NA,16,NA,NA,2,5,1,12,0,1007588,11106
NA,NA,14,NA,NA,1,5,1,10,NA,1007588,11106
NA,NA,12,NA,NA,1,5,1,8,NA,1007588,11106
NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11106
NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11106
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11106
1,82,37,1,9640,1,5,1,12,24000,1007588,11106
NA,NA,86,6,735,1,1,1,19,32070,1007588,8303
NA,NA,89,NA,NA,2,1,1,21,0,1007588,8303
NA,NA,89,NA,NA,2,2,1,22,420,1007588,8303
NA,NA,75,NA,NA,1,3,1,16,15400,1007588,8303
1,100,34,1,5120,2,1,1,19,29000,1007588,11104
11,NA,37,1,4850,1,1,1,21,77000,1007588,11104
NA,NA,9,NA,NA,1,5,1,5,NA,1007588,11104
NA,NA,9,NA,NA,1,5,1,5,NA,1007588,11104
NA,NA,6,NA,NA,1,5,1,2,NA,1007588,11104
NA,NA,69,NA,NA,2,3,1,19,28000,1007588,11106
1,116,47,1,4710,2,3,1,21,135000,1007588,11106
NA,NA,15,NA,NA,2,5,1,12,0,1007588,11106
1,72,53,5,3540,1,1,1,22,510200,1007588,11103
NA,NA,54,1,4510,2,1,1,16,0,1007588,11103
1,63,38,1,6050,1,1,1,9,24000,1007588,11103
NA,NA,11,NA,NA,2,5,1,7,NA,1007588,11103
NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11103
1,225,31,1,1020,2,1,1,21,250000,1007588,8303
1,85,32,1,2100,1,1,1,21,150000,1007588,8303
1,114,48,1,3245,2,5,1,22,95000,1007588,11103
1,86,51,1,1020,1,1,1,16,112000,1007588,11106
NA,NA,55,NA,NA,2,1,1,19,0,1007588,11106
1,202,16,1,4720,1,5,1,13,950,1007588,11106
NA,NA,64,NA,NA,2,1,1,19,18900,1007588,8303
NA,NA,72,NA,NA,1,1,1,16,41900,1007588,8303
NA,NA,78,NA,NA,1,1,1,22,369800,1007588,8303
NA,NA,80,NA,NA,2,2,1,19,397900,1007588,8303
11,NA,55,6,2630,1,1,2,20,78000,1007588,11104
11,NA,50,3,5140,2,1,1,17,29000,1007588,11104
NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104
1,97,37,1,410,2,4,1,21,40000,1007588,11103
1,97,22,1,4710,2,5,1,16,16000,1007588,11103
NA,NA,13,NA,NA,2,5,1,8,NA,1007588,11103
NA,NA,73,2,2050,2,3,1,21,53200,1007588,8303
1,94,54,2,2000,1,5,1,22,42000,1007588,8303
1,109,51,3,136,1,1,1,19,52000,1007588,11104
1,97,38,3,350,2,1,1,19,110000,1007588,11104
NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11104
NA,NA,18,NA,NA,1,5,1,17,0,1007588,11106
